planetName,discoveryMethod,planetsInSystem,orbitalPeriod,orbitalSemiMajorAxis,orbitalEccentricity,planetDensity,orbitalInclination,rightAscension,Declination,distanceParsecs,vBand,stellarTemperature,solarMass,solarRadii,periastronDays,planetEarthMasses,planetEarthMassSinI,planetEarthRadii,planetSolarRadii,stellarRadialVelocity,spectralType,stellarLuminosity,stellarDensity
Kepler-374 d,Transit,3,5.028219,0.056,,,,294.137939,42.370502,,,5977,0.84,0.91,,,,1.31,0.012,,,,
Kepler-375 b,Transit,2,12.125934,0.101,,,,288.61792,48.098415,,,5826,0.89,0.84,,,,1.45,0.013,,,,
Kepler-375 c,Transit,2,19.986326,0.141,,,,288.61792,48.098415,,,5826,0.89,0.84,,,,2.65,0.024,,,,
Kepler-376 b,Transit,2,4.920199,0.057,,,,291.607178,38.410385,,,5900,1.05,1.18,,,,1.07,0.01,,,,
Kepler-376 c,Transit,2,14.172327,0.115,,,,291.607178,38.410385,,,5900,1.05,1.18,,,,1.79,0.016,,,,
Kepler-377 b,Transit,2,12.509529,0.109,,,,295.421997,38.735691,,,5949,0.88,1.22,,,,1.39,0.013,,,,
Kepler-377 c,Transit,2,27.014976,0.182,,,,295.421997,38.735691,,,5949,0.88,1.22,,,,2.06,0.019,,,,
Kepler-378 b,Transit,2,16.092361,0.112,,,,294.948578,46.438641,,,4661,0.96,0.67,,,,0.75,0.007,,,,
Kepler-378 c,Transit,2,28.906009,0.166,,,,294.948578,46.438641,,,4661,0.96,0.67,,,,0.7,0.006,,,,
Kepler-379 b,Transit,2,20.09838,0.152,,,,295.701111,38.945831,,,6054,1.08,1.31,,,,1.66,0.015,,,,
Kepler-379 c,Transit,2,62.784697,0.326,,,,295.701111,38.945831,,,6054,1.08,1.31,,,,2.29,0.021,,,,
Kepler-380 b,Transit,2,3.930821,0.05,,,,282.394623,48.75914,,,6045,1.05,1.22,,,,1.19,0.011,,,,
Kepler-380 c,Transit,2,7.630004,0.078,,,,282.394623,48.75914,,,6045,1.05,1.22,,,,1.27,0.012,,,,
Kepler-381 b,Transit,2,5.629021,0.066,,,,285.1828,43.831089,,,6152,1.34,1.57,,,,0.99,0.009,,,,
Kepler-381 c,Transit,2,13.391635,0.117,,,,285.1828,43.831089,,,6152,1.34,1.57,,,,1.12,0.01,,,,
Kepler-382 b,Transit,2,5.262155,0.055,,,,299.136169,45.869934,,,5600,0.8,0.94,,,,1.32,0.012,,,,
Kepler-382 c,Transit,2,12.162701,0.097,,,,299.136169,45.869934,,,5600,0.8,0.94,,,,1.59,0.015,,,,
Kepler-383 b,Transit,2,12.904532,0.095,,,,291.34259,38.363132,,,4710,0.67,0.67,,,,1.32,0.012,,,,
Kepler-383 c,Transit,2,31.200751,0.172,,,,291.34259,38.363132,,,4710,0.67,0.67,,,,1.24,0.011,,,,
Kepler-384 b,Transit,2,22.597053,0.148,,,,286.026123,44.782871,,,5577,0.76,0.88,,,,1.12,0.01,,,,
Kepler-384 c,Transit,2,45.348269,0.236,,,,286.026123,44.782871,,,5577,0.76,0.88,,,,1.13,0.01,,,,
Kepler-385 b,Transit,2,10.043686,0.097,,,,294.33847,50.336544,,,6326,1.09,1.13,,,,2.73,0.025,,,,
Kepler-385 c,Transit,2,15.163161,0.127,,,,294.33847,50.336544,,,6326,1.09,1.13,,,,3.04,0.028,,,,
Kepler-386 b,Transit,2,12.31043,0.096,,,,289.858856,48.693855,,,5178,0.74,0.77,,,,1.39,0.013,,,,
Kepler-386 c,Transit,2,25.193458,0.155,,,,289.858856,48.693855,,,5178,0.74,0.77,,,,1.58,0.015,,,,
Kepler-387 b,Transit,2,6.791636,0.068,,,,287.798187,45.656715,,,5774,1.03,1.05,,,,1.03,0.009,,,,
Kepler-387 c,Transit,2,11.837549,0.098,,,,287.798187,45.656715,,,5774,1.03,1.05,,,,0.89,0.008,,,,
Kepler-388 b,Transit,2,3.173315,0.036,,,,284.828033,44.60873,,,4498,0.59,0.59,,,,0.81,0.007,,,,
Kepler-388 c,Transit,2,13.297004,0.093,,,,284.828033,44.60873,,,4498,0.59,0.59,,,,0.86,0.008,,,,
Kepler-389 b,Transit,2,3.244107,0.041,,,,291.959991,44.900024,,,5376,0.78,0.79,,,,1.51,0.014,,,,
Kepler-389 c,Transit,2,14.51143,0.11,,,,291.959991,44.900024,,,5376,0.78,0.79,,,,1.46,0.013,,,,
Kepler-390 b,Transit,2,6.738088,0.065,,,,291.628784,41.208603,,,5166,0.67,0.78,,,,0.82,0.007,,,,
Kepler-390 c,Transit,2,13.060022,0.101,,,,291.628784,41.208603,,,5166,0.67,0.78,,,,0.79,0.007,,,,
Kepler-391 b,Transit,2,7.416755,0.082,,,,290.621826,51.057304,,,4940,1.22,3.57,,,,3.2,0.029,,,,
Kepler-391 c,Transit,2,20.485435,0.161,,,,290.621826,51.057304,,,4940,1.22,3.57,,,,3.54,0.033,,,,
Kepler-392 b,Transit,2,5.341853,0.059,,,,288.660767,43.368084,,,5938,1.13,1.13,,,,1,0.009,,,,
Kepler-392 c,Transit,2,10.423118,0.093,,,,288.660767,43.368084,,,5938,1.13,1.13,,,,1.1,0.01,,,,
Kepler-393 b,Transit,2,9.182417,0.091,,,,290.99527,45.192215,,,6189,1.32,1.38,,,,1.29,0.012,,,,
Kepler-393 c,Transit,2,14.613612,0.124,,,,290.99527,45.192215,,,6189,1.32,1.38,,,,1.33,0.012,,,,
Kepler-394 b,Transit,2,8.005013,0.083,,,,296.301941,50.672318,,,6402,1.11,1.13,,,,1.6,0.015,,,,
Kepler-394 c,Transit,2,12.130686,0.11,,,,296.301941,50.672318,,,6402,1.11,1.13,,,,1.66,0.015,,,,
Kepler-395 b,Transit,2,7.054346,0.061,,,,293.511108,45.136597,,,4262,0.53,0.56,,,,1.03,0.009,,,,
Kepler-395 c,Transit,2,34.989262,0.177,,,,293.511108,45.136597,,,4262,0.53,0.56,,,,1.32,0.012,,,,
Kepler-396 b,Transit,2,42.994,,,,,296.132812,48.977402,,,5384,0.85,1.06,,75.5,,3.5,0.032,,,,
Kepler-396 c,Transit,2,88.505,,,,,296.132812,48.977402,,,5384,0.85,1.06,,17.9,,5.3,0.049,,,,
Kepler-397 b,Transit,2,22.250949,0.144,,,,295.894104,42.380451,,,5307,,0.77,,,,2.46,0.023,,,,
Kepler-397 c,Transit,2,135.498527,0.48,,,,295.894104,42.380451,,,5307,,0.77,,,,6.18,0.057,,,,
Kepler-398 b,Transit,2,4.081423,0.044,,,,291.468658,40.343853,,,4493,,0.61,,,,0.93,0.009,,,,
Kepler-398 c,Transit,2,11.419412,0.087,,,,291.468658,40.343853,,,4493,,0.61,,,,1.01,0.009,,,,
Kepler-399 b,Transit,3,14.425281,0.103,,,,299.50174,40.670807,,,5502,,0.68,,,,0.96,0.009,,,,
Kepler-399 c,Transit,3,26.67569,0.155,,,,299.50174,40.670807,,,5502,,0.68,,,,1.43,0.013,,,,
Kepler-399 d,Transit,3,58.034616,0.261,,,,299.50174,40.670807,,,5502,,0.68,,,,1.89,0.017,,,,
Kepler-400 b,Transit,2,9.024389,0.087,,,,290.944489,40.480034,,,5886,,1.15,,,,1.65,0.015,,,,
Kepler-400 c,Transit,2,17.340824,0.134,,,,290.944489,40.480034,,,5886,,1.15,,,,1.49,0.014,,,,
Kepler-401 b,Transit,2,14.383035,0.122,,,,290.082764,50.863483,,,6117,,1.33,,,,1.71,0.016,,,,
Kepler-401 c,Transit,2,47.318218,0.269,,,,290.082764,50.863483,,,6117,,1.33,,,,2.15,0.02,,,,
Kepler-402 b,Transit,4,4.028751,0.051,,,,288.370239,43.35461,,,6090,,1.26,,,,1.22,0.011,,,,
Kepler-402 c,Transit,4,6.124821,0.068,,,,288.370239,43.35461,,,6090,,1.26,,,,1.56,0.014,,,,
Kepler-402 d,Transit,4,8.921099,0.087,,,,288.370239,43.35461,,,6090,,1.26,,,,1.38,0.013,,,,
Kepler-402 e,Transit,4,11.242861,0.102,,,,288.370239,43.35461,,,6090,,1.26,,,,1.46,0.013,,,,
Kepler-403 b,Transit,2,7.031462,0.076,,,,289.921448,46.74456,,,6090,,1.33,,,,1.25,0.011,,,,
Kepler-403 c,Transit,2,54.280749,0.297,,,,289.921448,46.74456,,,6090,,1.33,,,,1.75,0.016,,,,
Kepler-404 b,Transit,2,11.829851,0.102,,,,286.398621,45.343533,,,5654,,0.88,,,,1.27,0.012,,,,
Kepler-404 c,Transit,2,14.751166,0.118,,,,286.398621,45.343533,,,5654,,0.88,,,,1.72,0.016,,,,
Kepler-405 b,Transit,2,10.613839,0.095,,,,291.409454,38.340031,,,5818,,0.89,,,,2.08,0.019,,,,
Kepler-405 c,Transit,2,29.726682,0.188,,,,291.409454,38.340031,,,5818,,0.89,,,,4.66,0.043,,,,
Kepler-406 b,Transit,2,2.42629,,,11.82,,291.848053,44.968224,,,5538,1.07,1.07,,6.35,,1.43,0.013,,,,1.12
Kepler-406 c,Transit,2,4.62332,,,24.39,,291.848053,44.968224,,,5538,1.07,1.07,,2.71,,0.85,0.008,,,,1.12
Kepler-407 b,Transit,2,0.66931,,,0.29,,286.036346,49.614506,,,5476,1,1.01,,0.06,,1.07,0.01,,,,1.38
Kepler-407 c,Radial Velocity,2,3000,,,,,286.036346,49.614506,,,5476,1,1.01,,4000,,,,,,,1.38
Kepler-408 b,Transit,1,2.46502,,,4.42,,284.786163,48.423233,,,6104,1.08,1.23,,0.48,,0.82,0.007,,,,0.82
Kepler-409 b,Transit,1,68.9584,,,8.88,,293.679199,46.852764,,,5460,0.92,0.89,,2.69,,1.19,0.011,,,,1.81
Kepler-410 A b,Transit,1,17.833648,0.1226,0.17,,87.72,283.150696,45.139832,132,,6273,1.21,1.35,,,,2.838,0.026,-40.99,,0.435,0.693
Kepler-411 b,Transit,1,3.00516,0.038,0,,88.27,287.605591,49.523262,,,4974,0.83,0.79,,,,1.88,0.017,,,-0.509,2.33
Kepler-412 b,Transit,1,1.72086123,0.02959,0.0038,0.501,80.89,286.110321,43.680958,1056,13.73,5750,1.17,1.29,,298.43,,14.852,0.136,-54.58,4.3,,0.771
Kepler-413 b,Transit,1,66.262,0.3553,0.1181,3.2,89.929,288.51062,51.162472,,,4700,0.82,0.78,,67,,4.347,0.04,-27.78,,,1.755
Kepler-414 b,Transit Timing Variations,2,4.7,,,,,297.961578,48.244362,,,,0.89,0.95,,3.5,,1.71,0.016,-28.2,,,
Kepler-414 c,Transit Timing Variations,2,7.171,,,,,297.961578,48.244362,,,,0.89,0.95,,29.9,,3.01,0.028,-28.2,,,
Kepler-415 b,Transit Timing Variations,2,4.176,,,,,293.804443,38.63913,,,,0.67,0.64,,119.9,,1.21,0.011,,,,
Kepler-415 c,Transit Timing Variations,2,8.708,,,,,293.804443,38.63913,,,,0.67,0.64,,,,,,,,,
Kepler-416 b,Transit Timing Variations,2,6.319,,,,,291.556976,39.227287,,,,1,1.07,,58.2,,2.48,0.023,,,,
Kepler-416 c,Transit Timing Variations,2,12.209,,,,,291.556976,39.227287,,,,1,1.07,,,,,,,,,
Kepler-417 b,Transit Timing Variations,2,12.331,,,,,293.82431,42.779705,,,,0.9,0.81,,11,,2.31,0.021,,,,
Kepler-417 c,Transit Timing Variations,2,15.943,,,,,293.82431,42.779705,,,,0.9,0.81,,,,,,,,,
Kepler-418 b,Transit,1,86.67856,,0.2,,89.952,294.433502,38.35545,,,5820,0.98,1.09,,349.6,,13.45,0.123,-18.45,,,1.51
Lupus-TR-3 b,Transit,1,3.91405,0.0464,0,1.4,88.3,232.577576,-42.979908,2000,,5000,0.87,0.82,,257.431,,9.976,0.091,,,,
MOA 2007-BLG-192L b,Microlensing,1,,,,,,272.015825,-27.150075,,,,,,,3.17817,,,,,,,
MOA 2007-BLG-400L b,Microlensing,1,,,,,,272.424917,-29.224153,,,,,,,286.03495,,,,,,,
MOA 2008-BLG-310L b,Microlensing,1,,,,,,268.560542,-34.778053,,,,,,,73.09782,,,,,,,
MOA 2008-BLG-379L b,Microlensing,1,,4.1,,,,269.705994,-30.19693,3600,,,0.66,,,1525.5,,,,,5,,
MOA 2009-BLG-266L b,Microlensing,1,2780,,,,,267.008125,-35.005411,,,,,,,10.3926,,,,,,,
MOA 2009-BLG-319L b,Microlensing,1,,,,,,271.742208,-26.819692,,,,,,,49.8972,,,,,,,
MOA 2009-BLG-387L b,Microlensing,1,1970,,,,,268.461625,-33.990333,,,,,,,826.323,,,,,,,
MOA 2010-BLG-477L b,Microlensing,1,,2,,,,271.531006,-31.454477,2300,,5950,0.67,,,476.725,,,,,,,
MOA 2010-BLG-073L b,Microlensing,1,,1.21,,,,272.547272,-26.522932,2800,,,0.16,14.7,,3496,,,,,,,
MOA 2011-BLG-293L b,Microlensing,1,,1.1,,,,268.913971,-28.476847,7720,,5180,0.86,0.82,,1525.5,,,,,,,
MOA 2011-BLG-322L b,Microlensing,1,,4.3,,,,271.223328,-27.220945,7560,,,0.39,,,3686.7,,,,,,,
MOA-bin-1L b,Microlensing,1,,8.3,,,,261.792511,-29.793972,5100,,,0.75,,,1175.9,,,,,,,
NGC 2682 YBP 1194 b,Radial Velocity,1,6.958,,0.24,,,132.753357,11.814655,,14.6,5780,1.01,0.99,2455978.8,,108.06,,,34.18,4.5,,
NGC 2682 YBP 1514 b,Radial Velocity,1,5.118,,0.39,,,132.753189,11.88653,,14.77,5725,0.96,0.89,2455986.3,,127.13,,,34.06,4.5,,
NGC 2682 Sand 364 b,Radial Velocity,1,121.71,,0.35,,,132.486755,11.692484,,9.8,4284,1.35,21.8,2456240.9,,489.44,,,33.22,5.3,,
NGC 4349 127 b,Radial Velocity,1,677.8,2.38,0.19,,,186.147812,-61.820004,,,,,,2454114,,6292.7689,,,,,,
OGLE 2003-BLG-235L b,Microlensing,1,,,,,,271.318115,-28.895,,,,,,,826.32319,,,,,,,
OGLE 2005-BLG-71L b,Microlensing,1,3600,,,,,267.540708,-34.673194,,,,,,,1207.703,,,,,,,
OGLE 2005-BLG-169L b,Microlensing,1,3300,,,,,271.522167,-30.732639,,,,,,,12.71266,,,,,,,
OGLE 2005-BLG-390L b,Microlensing,1,3500,,,,,268.579958,-30.377306,,,,,,,5.40288,,,,,,,
OGLE 2006-BLG-109L b,Microlensing,2,1825,,,,,268.143792,-30.087778,,,,,,,225.64979,,,,,,,
OGLE 2006-BLG-109L c,Microlensing,2,5100,,0.11,,59,268.143792,-30.087778,,,,,,,85.81048,,,,,,,
OGLE 2007-BLG-368L b,Microlensing,1,,,,,,269.108167,-32.237417,,17.71,,,,,22.05647,,,,,,,
OGLE 2008-BLG-355L b,Microlensing,1,,1.7,,,,269.786713,-30.759472,6800,,,0.37,,,1462,,,,,,,
OGLE 2011-BLG-251L b,Microlensing,1,,2.72,,,,264.559082,-27.136139,2570,,,0.26,,,168.44,,,,,6,,
OGLE 2012-BLG-026L b,Microlensing,2,,3.82,,,,263.577911,-27.14275,4080,,,0.82,,,34.96,,,,,4.5,,
OGLE 2012-BLG-026L c,Microlensing,2,,4.63,,,,263.577911,-27.14275,4080,,,0.82,,,216.12,,,,,4.5,,
OGLE 2012-BLG-358L b,Microlensing,1,,0.87,,,,265.694885,-24.261,1760,,,0.02,,,587.96,,,,,,,
OGLE 2012-BLG-406L b,Microlensing,1,,3.45,,,,268.325714,-30.471167,4970,,,0.44,,,867.64,,,,,,,
OGLE2-TR-L9 b,Transit,1,2.4855335,0.0308,,,79.8,166.979919,-61.146263,,,6933,1.52,1.53,,1430.175,,18.046,0.166,,,,
OGLE-TR-10 b,Transit,1,3.101278,0.0434,,0.4,90,267.867708,-29.876361,,14.93,5950,1.14,1.17,,197.046,,14.011,0.128,-6.25,4.2,0.188,
OGLE-TR-056 b,Transit,1,1.2119189,0.02383,,0.68,77.6,269.147958,-29.539222,,15.3,6050,1.23,1.36,,441.77,,15.278,0.14,,3.8,0.35,
OGLE-TR-111 b,Transit,1,4.0161,0.04689,,0.59,88.25,163.324625,-61.405639,,15.55,5040,0.85,0.83,,174.799,,11.781,0.108,25.15,5.2,-0.397,
OGLE-TR-113 b,Transit,1,1.4324752,0.02289,,1.2,87.8,163.101667,-61.446806,600,14.42,4790,0.78,0.77,,400.449,,12.251,0.112,-7.94,5.4,-0.529,
OGLE-TR-132 b,Transit,1,1.689868,0.03035,,0.85,83.4,162.644667,-61.957194,2500,15.72,6210,1.3,1.32,,375.024,,13.451,0.123,,3.5,0.371,
OGLE-TR-182 b,Transit,1,3.9791,0.051,0,,85.7,167.327957,-61.095257,,,5924,1.14,1.14,,320.995,,12.666,0.116,,,,
OGLE-TR-211 b,Transit,1,3.67724,0.051,0,,87.2,160.059952,-62.455601,,,6325,1.33,1.64,,327.351,,15.244,0.14,,,,
Oph 11 b,Imaging,1,730000,,,,,245.605057,-24.087208,,,,,,,6674.15,,,,,,,
POTS-1 b,Transit,1,3.1606296,0.03734,,,88.06,203.608871,-66.581116,1200,17.94,4400,0.69,0.59,,734.16,,10.548,0.097,-16.23,5.5,,4.814
Pr0201 b,Radial Velocity,1,4.4264,,0,,,130.432602,20.226891,,10.52,6174,1.23,1.17,2455992.861,171.621,,,,,,,
Pr0211 b,Radial Velocity,1,2.1451,,0,,,130.547882,19.277044,,12.06,5326,0.95,0.87,2456013.989,586.054,,,,,,,
PSR B1257+12 b,Pulsar Timing,3,25.262,0.19,0,,,195.014903,12.682353,,,,,,,0.02225,,,,,,,
PSR B1257+12 c,Pulsar Timing,3,66.5419,0.36,0.0186,,53,195.014903,12.682353,,,,,,,4.13162,,,,,,,
PSR B1257+12 d,Pulsar Timing,3,98.2114,0.46,0.0252,,47,195.014903,12.682353,,,,,,,3.8138,,,,,,,
PSR B1620-26 b,Pulsar Timing,1,36525,23,,,55,245.909262,-26.531594,,,,,,,794.54153,,,,,,,
PSR J1719-1438 b,Pulsar Timing,1,0.09070629,0.0044,0.06,23,,259.791962,-14.6336,1200,,4500,1.4,0.04,,382.8,,,,,,,
Qatar-1 b,Transit,1,1.420033,0.02343,0,0.918,83.47,303.381683,65.162041,,12.843,4861,0.85,0.82,,346.42,,13.047,0.12,-37.84,,,
Qatar-2 b,Transit,1,1.3371182,0.02149,0,2.208,88.3,207.655869,-6.804028,,13.3,4645,0.74,0.71,,790.41,,12.823,0.118,,,,
ROXs 42 B b,Imaging,1,,157,,,,247.812561,-24.545471,135,,,1,,,2860,,,,,6,,
ROXs 12 b,Imaging,1,,210,,,,246.615616,-25.456865,120,,3850,0.87,,,5085,,,,,6,,
SR 12 AB c,Imaging,1,,,,,,246.831299,-24.694553,,,,,,,4131.62,,,,,,,
SWEEPS-4 b,Transit,1,4.2,0.055,,,,269.724667,-29.189056,8500,18.8,,1.24,1.18,,1207.7,,9.079,0.083,,,,
SWEEPS-11 b,Transit,1,1.796,0.03,,,,269.758333,-29.198194,8500,19.83,,1.1,1.45,,3082.82,,12.666,0.116,,,,
TrES-1 b,Transit,1,3.030065,0.03925,0,0.769,90,286.041017,36.632649,152.3,11.79,5230,0.88,0.81,,238.998,,11.96,0.11,,5,-0.359,
TrES-3 b,Transit,1,1.30618581,0.02282,0,0.994,81.85,268.029292,37.546139,228,12.402,5650,0.93,0.83,,607.03,,14.975,0.137,,4.4,-0.204,
TrES-4 b,Transit,1,3.553945,0.05091,0,0.209,82.86,268.304407,37.211769,492,11.592,6200,1.4,1.85,,292.073,,20.165,0.185,,3.8,0.656,
TrES-5 b,Transit,1,1.4822446,0.02446,0,1.25,84.529,305.221832,59.448788,360,13.718,5171,0.89,0.87,,565.078,,13.552,0.124,,,,
USco CTIO 108 b,Imaging,1,,,,,,241.475327,-18.312332,,,,,,,4449.43255,,,,,,,
V0391 Peg b,Pulsation Timing Variations,1,1170,1.7,0,,,331.05044,26.41886,,,,,,,1017.01316,,,,,,,
WASP-1 b,Transit,1,2.5199454,0.03889,0,0.348,90,5.166984,31.989943,408,11.79,6110,1.3,1.52,,271.415,,16.623,0.152,-13.5,3.7,0.459,
WASP-2 b,Transit,1,2.152226,,0,0.87,84.8,307.725555,6.429536,147,11.98,5200,0.89,0.84,,290.484,,12.52,0.115,-27.86,5.1,-0.328,
WASP-3 b,Transit,1,1.846835,0.03151,0,1.037,84.93,278.631805,35.661533,220,10.5,6400,1.24,1.31,,559.357,,14.5,0.133,-5.49,,,
WASP-4 b,Transit,1,1.33823187,0.02312,0,0.774,88.8,353.562836,-42.061428,300,12.5,5436,0.89,0.92,,393.139,,15.838,0.145,57.73,4.7,-0.166,
WASP-5 b,Transit,1,1.62843142,0.02702,0,1.224,85.58,359.348999,-41.277149,300,12.3,5700,1,1.08,,498.336,,13.081,0.12,20.01,,,
WASP-6 b,Transit,1,3.361006,0.0421,0.054,0.359,88.47,348.157257,-22.673937,,11.9,5450,0.88,0.87,,160,,13.72,0.126,,,,
WASP-7 b,Transit,1,4.954658,0.0618,0,0.545,89.6,311.042603,-39.225273,140,9.51,6400,1.28,1.43,,305.104,,14.908,0.137,,,,
WASP-8 b,Transit,2,8.158715,0.0801,0.31,,88.55,359.900299,-35.031391,87,9.79,5600,1.03,0.94,,713.18,,11.635,0.107,-1.5,,,
WASP-8 c,Radial Velocity,2,4323,5.28,0,,,359.900299,-35.031391,87,9.79,5600,1.03,0.94,2452613,,3003.37,,,-1.5,,,
WASP-10 b,Transit,1,3.0927616,0.03781,,4.14,88.49,348.99292,31.462852,90,12.7,4675,0.75,0.7,,1001.12,,12.106,0.111,-11.44,,,
WASP-11 b,Transit,1,3.7224747,0.0435,0,0.594,88.6,47.368965,30.673594,121.7,11.6,4980,0.83,0.79,,154.777,,11.265,0.103,3.95,,-0.469,
WASP-12 b,Transit,1,1.091423,0.0229,0.049,0.24,83.1,97.636642,29.672291,,11.69,6300,1.35,1.57,,448,,20.1,0.184,19.08,,,
WASP-13 b,Transit,1,4.353011,0.05362,0,0.222,85.19,140.102982,33.882439,155,10.42,5826,1.09,1.56,,151.599,,15.569,0.143,9.83,,,
WASP-14 b,Transit,1,2.243752,0.036,0.091,4.656,84.32,218.276474,21.894714,160,9.75,6475,1.21,1.31,,2333,,14.36,0.132,-4.99,,,
WASP-15 b,Transit,1,3.7520656,0.0499,0,0.247,85.5,208.927933,-32.159607,,11,6300,1.18,1.48,,172,,16.01,0.147,-2.34,,0.49,
WASP-16 b,Transit,1,3.1186009,0.0421,0,1.104,85.22,214.683029,-20.275484,,,5700,1.02,0.95,,272,,11.3,0.104,-1.94,,,
WASP-17 b,Transit,1,3.7354417,0.051,0.129,0.122,87.8,239.962311,-28.061733,400,11.6,6550,1.2,1.38,,156,,19.5,0.179,-49.51,,,
WASP-18 b,Transit,1,0.94145299,0.02026,0.0092,8.78,86,24.354311,-45.677887,105.49,9.303,6400,1.28,1.23,,3314.83,,13.059,0.12,3.2,3.6,,
WASP-19 b,Transit,1,0.78884,0.01655,0.0046,0.583,79.4,148.417007,-45.659191,250,12.59,5460,0.94,1.02,,371.21,,15.536,0.142,20.79,4.8,,1.247
WASP-21 b,Transit,1,4.322482,0.052,0,0.32,88.75,347.492706,18.396086,242,11.58,5800,0.89,1.14,,95.345,,11.99,0.11,-89.45,4.3,,0.855
WASP-22 b,Transit,1,3.5327313,0.04698,0,0.503,88.26,52.818043,-23.819702,300,12,5958,1.11,1.22,,186.876,,12.98,0.119,-7.19,,,
WASP-23 b,Transit,1,2.9444256,0.0376,0.062,,88.39,101.127586,-42.761826,,,5150,0.78,0.77,,280.95,,10.783,0.099,,,,
WASP-24 b,Transit,1,2.34121242,0.03651,0,0.648,83.64,227.215591,2.343304,,11.306,6075,1.18,1.33,,340.382,,14.571,0.134,-17.9,,,
WASP-25 b,Transit,1,3.764825,0.0473,0,0.422,88,195.359879,-27.5222,,11.88,5703,1,0.92,,184.334,,13.675,0.125,-2.63,,,
WASP-26 b,Transit,1,2.7566004,0.03985,0,0.649,82.91,4.602897,-15.267305,250,,5939,1.11,1.3,,326.715,,14.359,0.132,8.46,,,
WASP-29 b,Transit,1,3.922727,0.0457,0.03,0.65,88.8,357.879547,-39.906719,70,,4800,0.82,0.81,,77.547,,8.878,0.081,24.53,,,
WASP-31 b,Transit,1,3.4059096,0.04659,0,0.172,84.41,169.439026,-19.054773,360,11.7,6302,1.16,1.25,,151.916,,17.363,0.159,,,,
WASP-32 b,Transit,1,2.718659,0.0394,0.018,2.926,85.3,3.961682,1.200451,,11.3,6100,1.1,1.11,,1144.14,,13.227,0.121,18.28,,,
WASP-33 b,Transit,1,1.2198669,0.02555,,,87.67,36.712746,37.550484,116.14,8.142,7430,1.5,1.44,,1303,,16.78,0.154,,2.5,,
WASP-34 b,Transit,1,4.3176782,0.0524,0.038,0.45,85.2,165.399567,-23.860636,120,10.4,5700,1.01,0.93,,187.51,,13.675,0.125,49.94,,,
WASP-35 b,Transit,1,3.161575,0.04317,0,0.426,87.96,76.081779,-6.229821,,11.01,5990,1.07,1.09,,228.828,,14.796,0.136,17.72,,,
WASP-36 b,Transit,1,1.5373653,0.02643,0,1.458,83.61,131.580399,-8.026946,450,,5959,1.04,0.95,,731.932,,14.359,0.132,-13.22,,,
WASP-37 b,Transit,1,3.577469,0.0446,0,1.53,88.82,221.943985,1.064966,343,12.704,5800,0.93,1,,572.07,,13.002,0.119,,,-0.021,
WASP-38 b,Transit,1,6.871815,0.07522,0.0314,2.74,88.69,243.959839,10.032566,110,9.447,6150,1.2,1.33,,855.245,,12.263,0.112,,,,
WASP-39 b,Transit,1,4.055259,0.0486,0,0.186,87.83,217.326706,-3.444534,230,12.11,5400,0.93,0.9,,88.989,,14.235,0.131,-58.48,,,
WASP-41 b,Transit,1,3.052401,0.0402,0,0.665,87.7,190.618729,-30.63987,180,11.6,5450,0.93,0.9,,292.391,,13.451,0.123,3.28,,,
WASP-42 b,Transit,1,4.9816872,0.0548,0.06,0.528,88.25,192.981552,-42.073608,160,12.57,5200,0.88,0.86,,158.908,,12.106,0.111,,,,
WASP-43 b,Transit,1,0.813475,0.0142,0,2.939,82.6,154.908371,-9.806276,80,12.4,4400,0.58,0.6,,565.714,,10.424,0.096,-3.59,,,
WASP-44 b,Transit,1,2.4238039,0.03473,0,0.811,86.02,3.903165,-11.938115,,12.9,5410,0.95,0.93,,282.539,,12.778,0.117,-4.04,,,
WASP-45 b,Transit,1,3.1260876,0.04054,0,0.851,84.47,5.237497,-35.99826,,12,5140,0.91,0.94,,320.041,,13.002,0.119,4.55,,,
WASP-46 b,Transit,1,1.43037,0.02448,0,1.25,82.63,318.736969,-55.87178,,12.9,5620,0.96,0.92,,667.733,,14.684,0.135,-3.78,,,
WASP-47 b,Transit,1,4.1591399,0.052,0.11,0.984,89.2,331.203033,-12.018885,200,11.9,5350,1.08,1.15,,362.311,,12.89,0.118,-27.06,,,
WASP-48 b,Transit,1,2.143634,0.03444,0,0.279,80.09,291.162323,55.47316,,11.72,5920,1.19,1.75,,311.46,,18.719,0.172,-19.68,,,
WASP-49 b,Transit,1,2.7817387,0.0379,0,0.363,84.89,91.089424,-16.965294,170,11.36,5600,0.94,0.98,,120.135,,12.498,0.115,,,,
WASP-50 b,Transit,1,1.9550959,0.02945,0.009,1.274,84.74,43.688072,-10.89808,230,11.6,5400,0.89,0.84,,466.555,,12.924,0.119,,,,
WASP-52 b,Transit,1,1.7497798,0.0272,0,0.29,85.35,348.494751,8.761262,140,12,5000,0.87,0.79,,146.2,,14.24,0.131,-1.04,5.2,,2.48
WASP-54 b,Transit,1,3.6936411,0.04987,0.067,0.188,84.97,205.454315,-0.128076,200,10.42,6100,1.21,1.83,,202.131,,18.528,0.17,-3.13,3.9,,0.279
WASP-55 b,Transit,1,4.465633,0.0533,0.2,0.346,89.2,203.758118,-17.503464,330,11.8,5960,1.01,1.06,,181.155,,14.572,0.134,-4.32,,,
